6.68008e-06 	9.0002e-05 	0.172508 	0.00210285
5.67301e-05 	5.44066e-05 	0.196961 	0.0160131
0.00010678 	-1.24842e-06 	0.266201 	0.0175291
0.00015683 	-0.000138379 	0.368258 	-0.0445614
0.00020688 	-0.000491992 	0.525453 	-0.0979146
0.00025693 	-0.000345393 	0.770017 	-0.164446
0.00030698 	-0.0025515 	1.11484 	-0.251114
0.00035703 	-0.00110221 	1.58339 	-0.383449
0.00040708 	-0.00545405 	2.2147 	-0.734818
0.000457131 	-0.00269385 	3.02212 	-1.5431
0.000507181 	-0.0022842 	3.80557 	-2.96221
0.000557231 	-0.00773122 	4.29589 	-4.72227
0.000607281 	-0.00680809 	4.39577 	-6.33381
0.000657331 	-0.00618905 	4.18051 	-7.53303
0.000707381 	-0.00364509 	3.8672 	-8.27836
0.000757431 	-0.00217716 	3.55723 	-8.63434
0.000807481 	-0.00492817 	3.30573 	-8.74094
0.000857531 	-0.0027724 	3.12828 	-8.70976
0.000907581 	-0.000853929 	2.99466 	-8.58703
0.000957631 	-0.0037666 	2.8896 	-8.41493
0.00100768 	-0.00261595 	2.81105 	-8.22422
0.00105773 	0.000446393 	2.74176 	-8.01507
0.00110778 	-0.00240714 	2.67421 	-7.79324
0.00115783 	-0.00292593 	2.5989 	-7.54781
0.00120788 	-0.000541855 	2.52704 	-7.30078
0.00125793 	-0.000421278 	2.45285 	-7.05645
0.00130798 	-0.00228607 	2.37547 	-6.81429
0.00135803 	-0.00198835 	2.30257 	-6.57506
0.00140808 	-0.000107509 	2.22964 	-6.33566
0.00145813 	1.55376e-06 	2.14843 	-6.08963
0.00150818 	-0.00150352 	2.06029 	-5.84028
0.00155823 	-0.00180272 	1.96882 	-5.58677
0.00160828 	-0.000800994 	1.88349 	-5.33776
0.00165833 	0.000906011 	1.78603 	-5.07956
0.00170838 	-0.000130901 	1.68438 	-4.82086
0.00175843 	-0.0010099 	1.5771 	-4.55698
0.00180848 	-0.00121515 	1.4666 	-4.29176
0.00185853 	-0.000726319 	1.35803 	-4.02828
0.00190858 	0.000281132 	1.24367 	-3.76169
0.00195863 	0.00111072 	1.12644 	-3.49269
0.00200868 	9.44103e-05 	1.00794 	-3.2297
0.00205873 	-0.000475706 	0.887119 	-2.96937
0.00210878 	-0.00054887 	0.765677 	-2.71742
0.00215883 	-0.000465857 	0.646328 	-2.47901
0.00220888 	-0.000332054 	0.529496 	-2.25648
0.00225893 	-3.93537e-06 	0.416678 	-2.05301
0.00230898 	0.000432493 	0.310059 	-1.87319
0.00235903 	0.000648983 	0.212454 	-1.72221
0.00240908 	0.000232399 	0.126851 	-1.60479
0.00245913 	-5.03859e-05 	0.0578784 	-1.52793
0.00250918 	-0.00017137 	0.0174474 	-1.5049
0.00255923 	-0.000173696 	0.00763005 	-1.52532
0.00260928 	-0.000175156 	0.00691158 	-1.55513
0.00265933 	-0.00017431 	0.00699991 	-1.58515
0.00270938 	-0.000172567 	0.00694111 	-1.61456
0.00275943 	-0.000170785 	0.00667325 	-1.64368
0.00280948 	-0.000167309 	0.00623577 	-1.62817
0.00285953 	-0.000160226 	0.00556442 	-1.56798
0.00290958 	-0.000153044 	0.0048014 	-1.51372
0.00295963 	-0.000145393 	0.00416606 	-1.46134
0.00300968 	-0.000137754 	0.00414007 	-1.42289
0.00305973 	-0.000126789 	0.00581005 	-1.35573
0.00310978 	-0.000121291 	0.0059771 	-1.32713
0.00315983 	-0.000117675 	0.00603357 	-1.28533
0.00320988 	-0.000113325 	0.00527607 	-1.24439
0.00325993 	-0.000108355 	0.00535287 	-1.20568
0.00330998 	-0.000104808 	0.00533717 	-1.16944
0.00336003 	-0.000100659 	0.00516268 	-1.13489
